Epistemologia e Ciência da Informação: fundamentos teóricos e produção bibliográfica nacional. Apresenta pesquisa em desenvolvimento que investiga as relações entre epistemologia e ciência no campo disciplinar da “Ciência da Informação”. O problema da pesquisa se resume na seguinte pergunta: Como definir o campo epistemológico da ciência da informação de forma a incorporar o discurso contemporâneo da Epistemologia? O objetivo geral é o de construir um panorama nacional da produção científica sobre Epistemologia e/da Ciência da Informação, mapeando o referencial teórico ou filosófico que embasa as principais vertentes epistemológicas da área. A partir deste diagnóstico, que será possível propor um debate a partir de autores e temáticas marginais à discussão bibliográfica nacional e que tem crescido consideravelmente a partir de assuntos como Interdisciplinaridade, Memória, Cartografias, Fenomenologia, Filosofias (da informação, da tecnologia, das ciências), Vulnerabilidade, Digitalidade, Documentalidade, Pós-colonialidade, Gênero, Raça/Etnia, Sustentabilidade entre outras. Especificamente objetiva-se: realizar um levantamento bibliográfico sobre Epistemologia e/da Ciência da Informação no Brasil; analisar o conteúdo das publicações que se propõem a discutir epistemologia e/da ciência da informação; Diagnosticar a incidência e repercussão das discussões que permeiam os estudos sobre Epistemologia Contemporânea na área da Ciência da Informação; Investigar o referencial teórico utilizado para constituição do campo de estudos epistemológicos na Ciência da Informação; Apontar lacunas, críticas e alcance interdisciplinar das publicações sobre Epistemologia na Ciência da Informação; e Propor novas abordagens teóricas a partir de temáticas e autores que têm se destacado no cenário epistemológico nacional. Metodologicamente, a pesquisa se classifica como básica, qualitativa, exploratória e bibliográfica, sendo que cada uma das etapas do cronograma contará com metodologia e técnica pertinente ao seu escopo. Como resultados, espera-se aprofundar o debate sobre a temática no âmbito departamental e institucional, visando a publicação de livros, artigos científicos em periódicos e eventos da área. Epistemologia. Ciência da Informação. Teoria do Conhecimento. Ciência. Interdisciplinaridade.	http://www.vocabularyserver.com/tbci/?tema=1713
Organização, representação e recuperação da informação: criação da base de dados monográficos do Curso de Biblioteconomia da Universidade Federal do Cariri. Por ser uma atividade presente na sociedade desde a antiguidade, a organização, representação e consequentemente a recuperação da informação e do conhecimento se tornaram práticas essenciais ao dia-a-dia. A área da Biblioteconomia por ter no seu escopo teórico e prático disciplinas que visam o ensino de técnicas de organização e representação muito pode ajudar na organização de parte dessas informações inclusive durante o processo de construção de repositórios institucionais. Objetivo: Apresentar a criação da base de dados monográficos do curso de Biblioteconomia da Universidade Federal do Cariri, mediante a abordagem dos processos de representação e recuperação da informação e do conhecimento na construção de repositórios institucionais. Metodologia: Teve como métodos a pesquisa bibliográfica e descritiva, e abordagem qualitativa. Foram utilizados os procedimentos de elaboração de Diagrama Entidade-Relacionamento e posterior modelagem do Banco de Dados em MS Access, devido à facilidade de uso e criação de telas. Resultados: A base de dados criada traz benefícios e elementos de representação que em repositórios institucionais tradicionais não contém, permitindo análises diferenciadas dentro do curso. Conclusões: O uso de técnicas de representação e recuperação da informação, aliadas às tecnologias, possibilitou a construção da representação da base de dados monográficos do Curso de Biblioteconomia da Universidade Federal do Cariri. Isto abre caminho para posterior construção de Repositório Institucional que agrupe os dados científicos e de memória das monografias do Curso. Ciência da Informação. Biblioteconomia. Representação e Recuperação da Informação e do Conhecimento. Base de Dado. Monografia.	http://www.vocabularyserver.com/tbci/?tema=3111
Gestão documental e gestão da informação abordagens, modelos e etapas. Os processos de Gestão Documental e Gestão da Informação possuem propósitos que visam a organicidade dos fluxos formais de informação visando a competitividade organizacional Objetivo: apresentar as abordagens, modelos e etapas mais citados na literatura de CI, buscando evidenciar a relevância desses processos de gestão para área e para as organizações empresariais. Metodologia: se trata de um estudo teórico, de natureza qualitativa, tipologicamente descritivo e exploratório. Resultados: a partir dar abordagens, modelos e etapas dos processos de Gestão Documental e Gestão da Informação, evidencia-se que ambos os processos são complementares e fundamentais para competitividade organizacional. Conclusões: considera-se que os estudos contribuem e sistematizam as abordagens, modelos e etapas mais citados pela literatura da área de Ciência da Informação no que tange os processos de Gestão Documental e Gestão da Informação. Ciência da Informação. Gestão Documental. Gestão de Documento. Gestão da Informação. Modelo de Gestão.	http://www.vocabularyserver.com/tbci/?tema=1377
Informação, conhecimento e valor da informação. A informação e o conhecimento em ambientes organizacionais constituem-se em recursos imprescindíveis que tem valor estratégico e possuem inter-relação com a produtividade e competitividade organizacional. Objetivo: Evidenciar por meio da literatura, a importância da informação e do conhecimento para a atribuição de valor ao negócio organizacional Metodologia: No que tange aos procedimentos metodológicos, esse ensaio teórico é de natureza qualitativa, tipologicamente descritivo e exploratório, objetivando evidenciar por meio da literatura, a importância da informação e do conhecimento para a geração de valor ao negócio da organização. Resultados: Como resultados, identificou-se que, ainda, não há consenso na área de Ciência da Informação – e não é necessário que haja, sobre o valor da informação como negócio. Conclusões: Considera-se que os achados desta pesquisa contribuam para enriquecer o referencial teórico do campo científico da Ciência da Informação, tendo em vista que é uma temática que se constitui em uma tendência, mas também uma necessidade nos estudos organizacionais. Ciência da Informação. Informação. Conhecimento. Valor da Informação.	http://www.vocabularyserver.com/tbci/?tema=3115
O paradigma tecnológico das TICs: para uma reconstrução não determinista da dimensão técnica no capitalismo contemporâneo. O presente artigo visa discutir a conformação e as tendências das tecnologias da informação e da comunicação sob o capitalismo contemporâneo a partir do enquadramento analítico do paradigma tecnológico. O cenário geral das TICs será examinado em um quadro categorial a partir da formulação de Louçã e Freeman (2004), contemplando: (1) tecnologias estruturais; (2) infraestrutura; (3) produto nuclear; (4) ramo condutor; e (5) tecnologias emergentes. Ao apresentar o paradigma tecnológico, o artigo visa recolocar a importância de uma compreensão da especificidade das TICs, mas baseada em uma mirada não determinista e dialética. Paradigma Tecnológico. Tecnologia da Informação e Comunicação. Tecnologia. Capitalismo Contemporâneo. Economia Política da Comunicação.	http://www.vocabularyserver.com/tbci/?tema=930
Barreiras na comunicação da informação tecnológica. Na sociedade industrial, transferência de tecnologia implica comunicação de informação tecnológica relevante para a produção de bens e serviços. Nesse processo comunicativo, diversos fatores se colocam como barreiras à correta interpretação da mensagem pelo usuário final da informação. Um caso especial é representado pelos produtores rurais, que participam desigualmente do sistema de comunicação e acesso à informação disponível na sociedade. Ciência da Informação. Barreira de Comunicação. Informação Tecnológica. Transferência da Informação. Comunicação Rural.	http://www.vocabularyserver.com/tbci/?tema=3120
Documento e institucionalidades: dimensões epistemológica e política. Problematiza o conceito documento em disciplinas que privilegiam a ênfase nas características de fisicalidade do suporte para alguma finalidade prática. Argumenta a necessidade de complementaridade a tais construtos no sentido de buscar caminhos de compreensão do fenômeno holisticamente, lançando as seguintes hipóteses: a) a materialidade do documento é ulterior à fisicalidade do suporte; b) o documento se constitui como um produto de práticas sociais, envolvido por diferentes institucionalidades. A reflexão sobre a relação simbiótica entre materialidade do documento e práticas sociais e institucionalidades é precedida do questionamento da epistemologia como espaço meta-discursivo, encontrando no componente político uma alternativa complementar e estratégica. Busca compreender o documento como objeto com valor social (fonte de informação ou evidência), tendo em vista, dentre outros aspectos, a autoridade do sujeito que valida o objeto nalgum contexto institucional. Objetiva, ainda, demonstrar que a materialidade do documento tem sua identidade determinada por sua função documental e por práticas sociais que lhe conferem valor político. Para tanto, encontra subsídio em aspectos abordados nas obras de Michel Foucault e de Maria Nélida Gonzáles de Gómez, considerando variáveis presentes desde a concepção de valores documentais até a validação da informação para a transformação do objeto em documento. Consideram, nessa direção, regimes, ações e práticas informacionais, num espaço interpretativo direcionado à tentativa de compreensão de empreendimentos epistemológicos e políticos de algum modo tocados, institucionalmente, pela relação saber-poder. Documento. Institucionalidade. Relação Saber-poder. Epistemologia. Política. Theoretical and General Aspects of Library and Information	http://www.vocabularyserver.com/tbci/?tema=3125
Sistemas de organização do conhecimento com foco em ontologias e taxonomias. A pesquisa aborda a Organização do Conhecimento - OC no Aborda os sistemas de organização do conhecimento com destaque para as ontologias e taxonomias como alternativas viáveis para Organização do Conhecimento em ambientes web. Tem como objetivo apresentar dois sistemas de organização, a Ontologia e a Taxonomia, como objetos fundamentados para a Organização e a Representação do Conhecimento, além de demonstrar conjecturas teóricas desses sistemas para a Arquivologia e para a Biblioteconomia. Caracterizado como estudo teórico-bibliográfico, a busca foi realizada junto a periódicos e livros nacionais e internacionais das áreas de Ciência da Informação e Ciência da Computação. Os principais resultados demonstram que as Ontologias e Taxonomias são sistemas que visam à organização do conhecimento e da informação na complexidade de conceitos e são aplicáveis na OC e RC, as quais possuem a mesma intenção. Considera-se que os SOCs são sistemas conceituais semanticamente estruturados que auxiliam na padronização terminológica e contribuem para os processos de organização e recuperação da informação, tanto na Arquivologia quanto na Biblioteconomia. Arquivologia. Biblioteconomia. Organização do Conhecimento. Representação do Conhecimento. OC. RC. Sistema de Organização do Conhecimento. SOCs. Ontologia. Taxonomia.	http://www.vocabularyserver.com/tbci/?tema=827
ESTRATÉGIAS DE INDEXAÇÃO PARA REPRESENTAÇÃO DA INFORMAÇÃO DE LIVROS EM CONTEXTO DE CATÁLOGOS ONLINE DE BIBLIOTECAS UNIVERSITÁRIAS: ASPECTOS COGNITIVOS COM A APLICAÇÃO DO PROTOCOLO VERBAL. Os aspectos cognitivos são mecanismos utilizados na indexação para a representação da informação, considerando as percepções cognitivas utilizadas pelo profissional indexador que estão diretamente ligados a representação e recuperação da informação. Mediante a apresentação de conceitos e relações entre os aspectos cognitivos na representação da informação, foram selecionadas uma amostra de quatro bibliotecas universitárias e respectivamente seus bibliotecários para participarem da pesquisa. Essa pesquisa justifica-se pela necessidade de subsídios referentes à compreensão dos processos cognitivos utilizados pelo catalogador de assunto no processo de indexação de livros. O objetivo foi analisar os aspectos cognitivos e as estratégias dos catalogadores na indexação para representação da informação de livros em contexto de catálogos online, utilizando a técnica do protocolo verbal individual com interação. Foi possível perceber que a cognição profissional envolve um conhecimento prévio do bibliotecário para melhor compreensão do documento, podendo desenvolver estratégias específicas, contribuindo dessa forma no resultado final e na recuperação precisa do usuário. Aspecto Cognitivo. Representação da Informação. Indexação.	http://www.vocabularyserver.com/tbci/?tema=522
DESENVOLVIMENTO DE SISTEMAS DE ORGANIZAÇÃO DO CONHECIMENTO: PARTINDO DOS DE ESTRUTURA SIMPLES PARA OS COMPLEXOS. Sistemas de Organização do Conhecimento desempenham papel fundamental no contexto da Biblioteconomia e Ciência da Informação, visto que são insumos básicos para a organização de domínios do conhecimento, assim como do conhecimento produzido (informação registrada). Esta pesquisa se baseia no pressuposto de que o desenvolvimento de Sistemas de Organização do Conhecimento de estrutura simples pode auxiliar a construção dos instrumentos com estrutura mais complexa. Diante disso, este trabalho parte da seguinte questão: o desenvolvimento de um Sistema de Organização do Conhecimento de estrutura simples pode contribuir para o desenvolvimento de daqueles com estrutura mais complexa? Assim, o objetivo deste trabalho é estudar as etapas de desenvolvimento dos principais tipos de Sistemas partindo daqueles de estruturas simples até aqueles de estrutura mais complexa. A pesquisa se caracteriza como qualitativa, quanto à abordagem e aplicada, quanto à natureza. Os procedimentos metodológicos foram descritos à medida que cada instrumento foi construído. Com base na experiência de desenvolvimento de cada instrumento, constatou-se através de resultados iniciais que a tarefa de construção dos Sistemas de estrutura mais elementar como um glossário contribui de forma significativa para a construção daqueles de estrutura mais complexas, como tesauros e ontologias. Sistema de Organização do Conhecimento. Glossário. Taxonomia. Tesauro. Ontologia.	http://www.vocabularyserver.com/tbci/?tema=185
